Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-09 09:30:00-04:00,24992.359375,24992.359375,24026.41015625,24026.41015625,24026.41015625,0
2020-03-09 09:31:00-04:00,24031.2890625,24062.19921875,24029.390625,24041.48046875,24041.48046875,3143571
2020-03-09 09:32:00-04:00,24036.060546875,24092.23046875,24014.0703125,24024.5703125,24024.5703125,3309421
2020-03-09 09:33:00-04:00,24027.150390625,24035.69921875,23997.650390625,24016.140625,24016.140625,3741923
2020-03-09 09:34:00-04:00,24015.109375,24017.859375,23979.640625,23979.900390625,23979.900390625,675260
2020-03-09 09:35:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:36:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:37:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:38:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:39:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:40:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:41:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:42:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:43:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:44:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:45:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:46:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:47:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:48:00-04:00,23979.900390625,23979.900390625,23979.900390625,23979.900390625,23979.900390625,0
2020-03-09 09:49:00-04:00,23979.900390625,23979.900390625,23890.970703125,23892.259765625,23892.259765625,34423987
2020-03-09 09:50:00-04:00,23893.439453125,23893.439453125,23823.470703125,23875.0703125,23875.0703125,3888183
2020-03-09 09:51:00-04:00,23876.169921875,23930.9296875,23839.869140625,23839.869140625,23839.869140625,3545900
2020-03-09 09:52:00-04:00,23843.5390625,23954.80078125,23843.5390625,23954.80078125,23954.80078125,3296021
2020-03-09 09:53:00-04:00,23955.400390625,24066.630859375,23936.609375,24060.669921875,24060.669921875,3902974
2020-03-09 09:54:00-04:00,24068.880859375,24085.0,24054.669921875,24085.0,24085.0,6501633
