Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-09 09:30:00+08:00,25134.01953125,25201.619140625,25134.01953125,25147.349609375,25147.349609375,0
2020-03-09 09:31:00+08:00,25141.23046875,25173.259765625,25122.720703125,25173.259765625,25173.259765625,0
2020-03-09 09:32:00+08:00,25169.599609375,25185.6796875,25138.91015625,25174.80078125,25174.80078125,0
2020-03-09 09:33:00+08:00,25170.869140625,25206.189453125,25154.83984375,25206.189453125,25206.189453125,0
2020-03-09 09:34:00+08:00,25204.4296875,25219.33984375,25195.9609375,25207.80078125,25207.80078125,0
2020-03-09 09:35:00+08:00,25205.509765625,25205.509765625,25141.48046875,25144.08984375,25144.08984375,0
2020-03-09 09:36:00+08:00,25147.259765625,25147.259765625,25129.060546875,25137.0390625,25137.0390625,0
2020-03-09 09:37:00+08:00,25139.7109375,25142.26953125,25103.5703125,25119.060546875,25119.060546875,0
2020-03-09 09:38:00+08:00,25117.98046875,25128.83984375,25106.669921875,25115.990234375,25115.990234375,0
2020-03-09 09:39:00+08:00,25119.529296875,25127.390625,25092.2890625,25094.01953125,25094.01953125,0
2020-03-09 09:40:00+08:00,25084.75,25094.689453125,25061.330078125,25061.330078125,25061.330078125,0
2020-03-09 09:41:00+08:00,25065.439453125,25076.859375,25047.55078125,25054.599609375,25054.599609375,0
2020-03-09 09:42:00+08:00,25048.380859375,25048.380859375,25030.69921875,25039.359375,25039.359375,0
2020-03-09 09:43:00+08:00,25037.41015625,25043.3203125,25026.5703125,25035.220703125,25035.220703125,0
2020-03-09 09:44:00+08:00,25038.529296875,25044.029296875,25025.05078125,25044.029296875,25044.029296875,0
2020-03-09 09:45:00+08:00,25044.640625,25048.26953125,25032.01953125,25043.0390625,25043.0390625,0
2020-03-09 09:46:00+08:00,25038.58984375,25079.650390625,25034.4609375,25072.83984375,25072.83984375,0
2020-03-09 09:47:00+08:00,25066.75,25084.51953125,25062.720703125,25078.580078125,25078.580078125,0
2020-03-09 09:48:00+08:00,25071.94921875,25097.849609375,25067.490234375,25096.330078125,25096.330078125,0
2020-03-09 09:49:00+08:00,25094.69921875,25100.0703125,25084.2890625,25087.16015625,25087.16015625,0
2020-03-09 09:50:00+08:00,25090.240234375,25110.560546875,25082.330078125,25110.349609375,25110.349609375,0
2020-03-09 09:51:00+08:00,25112.0,25131.859375,25110.080078125,25114.55078125,25114.55078125,0
