Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-09 09:30:00-04:00,2863.889892578125,2863.889892578125,2773.56005859375,2773.56005859375,2773.56005859375,0
2020-03-09 09:31:00-04:00,2770.179931640625,2770.280029296875,2765.590087890625,2765.7099609375,2765.7099609375,18619977
2020-03-09 09:32:00-04:00,2765.06005859375,2769.159912109375,2765.06005859375,2767.89990234375,2767.89990234375,21668802
2020-03-09 09:33:00-04:00,2767.52001953125,2768.330078125,2765.8701171875,2765.8701171875,2765.8701171875,18574743
2020-03-09 09:34:00-04:00,2766.02001953125,2766.02001953125,2764.2099609375,2764.2099609375,2764.2099609375,2289183
2020-03-09 09:35:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:36:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:37:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:38:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:39:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:40:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:41:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:42:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:43:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:44:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:45:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:46:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:47:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:48:00-04:00,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,2764.2099609375,0
2020-03-09 09:49:00-04:00,2764.2099609375,2764.2099609375,2757.3798828125,2757.800048828125,2757.800048828125,158581258
2020-03-09 09:50:00-04:00,2757.949951171875,2757.949951171875,2752.840087890625,2757.949951171875,2757.949951171875,17175849
2020-03-09 09:51:00-04:00,2760.06005859375,2763.159912109375,2755.320068359375,2755.6298828125,2755.6298828125,25354505
2020-03-09 09:52:00-04:00,2756.340087890625,2761.949951171875,2756.239990234375,2761.949951171875,2761.949951171875,20928769
2020-03-09 09:53:00-04:00,2761.610107421875,2774.179931640625,2761.610107421875,2773.8701171875,2773.8701171875,19897927
2020-03-09 09:54:00-04:00,2774.0400390625,2777.419921875,2774.0400390625,2776.31005859375,2776.31005859375,20285408
2020-03-09 09:55:00-04:00,2776.659912109375,2790.280029296875,2776.050048828125,2790.280029296875,2790.280029296875,21799545
2020-03-09 09:56:00-04:00,2789.800048828125,2805.93994140625,2789.800048828125,2804.590087890625,2804.590087890625,23294914
2020-03-09 09:57:00-04:00,2804.389892578125,2804.6298828125,2800.669921875,2800.669921875,2800.669921875,19267592
2020-03-09 09:58:00-04:00,2800.330078125,2800.5400390625,2794.8701171875,2794.8701171875,2794.8701171875,19289455
2020-03-09 09:59:00-04:00,2793.909912109375,2798.5400390625,2793.909912109375,2798.5400390625,2798.5400390625,11274712
2020-03-09 10:03:00-04:00,2796.340087890625,2796.570068359375,2789.31005859375,2790.179931640625,2790.179931640625,74941080
