Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-09 09:01:00+01:00,586.031005859375,586.031005859375,586.031005859375,586.031005859375,586.031005859375,0
2020-03-09 09:03:00+01:00,585.893310546875,585.893310546875,585.893310546875,585.893310546875,585.893310546875,0
2020-03-09 09:04:00+01:00,587.0974731445312,587.0974731445312,587.0974731445312,587.0974731445312,587.0974731445312,0
2020-03-09 09:06:00+01:00,586.5203857421875,586.5203857421875,586.5203857421875,586.5203857421875,586.5203857421875,0
2020-03-09 09:07:00+01:00,587.5827026367188,587.5827026367188,587.5827026367188,587.5827026367188,587.5827026367188,0
2020-03-09 09:08:00+01:00,588.0709838867188,588.0709838867188,588.0709838867188,588.0709838867188,588.0709838867188,0
2020-03-09 09:10:00+01:00,587.47509765625,587.47509765625,587.47509765625,587.47509765625,587.47509765625,0
2020-03-09 09:11:00+01:00,588.5222778320312,588.5222778320312,588.5222778320312,588.5222778320312,588.5222778320312,0
2020-03-09 09:13:00+01:00,588.793212890625,588.793212890625,588.793212890625,588.793212890625,588.793212890625,0
2020-03-09 09:14:00+01:00,588.6978759765625,588.6978759765625,588.6978759765625,588.6978759765625,588.6978759765625,0
2020-03-09 09:15:00+01:00,589.3646850585938,589.3646850585938,589.3646850585938,589.3646850585938,589.3646850585938,0
2020-03-09 09:17:00+01:00,590.0103149414062,590.0103149414062,590.0103149414062,590.0103149414062,590.0103149414062,0
2020-03-09 09:18:00+01:00,588.6347045898438,588.6347045898438,588.6347045898438,588.6347045898438,588.6347045898438,0
2020-03-09 09:20:00+01:00,589.44287109375,589.44287109375,589.44287109375,589.44287109375,589.44287109375,0
2020-03-09 09:22:00+01:00,592.0117797851562,592.0117797851562,592.0117797851562,592.0117797851562,592.0117797851562,0
2020-03-09 09:23:00+01:00,591.7999267578125,591.7999267578125,591.7999267578125,591.7999267578125,591.7999267578125,0
2020-03-09 09:24:00+01:00,591.7365112304688,591.7365112304688,591.7365112304688,591.7365112304688,591.7365112304688,0
2020-03-09 09:26:00+01:00,592.75830078125,592.75830078125,592.75830078125,592.75830078125,592.75830078125,0
2020-03-09 09:27:00+01:00,592.6616821289062,592.6616821289062,592.6616821289062,592.6616821289062,592.6616821289062,0
2020-03-09 09:29:00+01:00,593.3753051757812,593.3753051757812,593.3753051757812,593.3753051757812,593.3753051757812,0
2020-03-09 09:31:00+01:00,592.61572265625,592.61572265625,592.61572265625,592.61572265625,592.61572265625,0
2020-03-09 09:32:00+01:00,593.1309814453125,593.1309814453125,593.1309814453125,593.1309814453125,593.1309814453125,0
2020-03-09 09:33:00+01:00,593.19970703125,593.19970703125,593.19970703125,593.19970703125,593.19970703125,0
2020-03-09 09:34:00+01:00,592.3088989257812,592.3088989257812,592.3088989257812,592.3088989257812,592.3088989257812,0
2020-03-09 09:35:00+01:00,592.2116088867188,592.2116088867188,592.2116088867188,592.2116088867188,592.2116088867188,0
2020-03-09 09:36:00+01:00,592.2730712890625,592.2730712890625,592.2730712890625,592.2730712890625,592.2730712890625,0
2020-03-09 09:37:00+01:00,591.673583984375,591.673583984375,591.673583984375,591.673583984375,591.673583984375,0
2020-03-09 09:38:00+01:00,592.2738037109375,592.2738037109375,592.2738037109375,592.2738037109375,592.2738037109375,0
2020-03-09 09:39:00+01:00,592.69873046875,592.69873046875,592.69873046875,592.69873046875,592.69873046875,0
2020-03-09 09:40:00+01:00,592.5521240234375,592.5521240234375,592.5521240234375,592.5521240234375,592.5521240234375,0
2020-03-09 09:41:00+01:00,592.18359375,592.18359375,592.18359375,592.18359375,592.18359375,0
2020-03-09 09:42:00+01:00,592.3181762695312,592.3181762695312,592.3181762695312,592.3181762695312,592.3181762695312,0
2020-03-09 09:43:00+01:00,592.8649291992188,592.8649291992188,592.8649291992188,592.8649291992188,592.8649291992188,0
2020-03-09 09:44:00+01:00,593.0982055664062,593.0982055664062,593.0982055664062,593.0982055664062,593.0982055664062,0
2020-03-09 09:46:00+01:00,596.6513061523438,596.6513061523438,596.6513061523438,596.6513061523438,596.6513061523438,0
2020-03-09 09:47:00+01:00,595.56591796875,595.56591796875,595.56591796875,595.56591796875,595.56591796875,0
2020-03-09 09:48:00+01:00,596.4660034179688,596.4660034179688,596.4660034179688,596.4660034179688,596.4660034179688,0
2020-03-09 09:50:00+01:00,597.659912109375,597.659912109375,597.659912109375,597.659912109375,597.659912109375,0
2020-03-09 09:52:00+01:00,598.7705078125,598.7705078125,598.7705078125,598.7705078125,598.7705078125,0
2020-03-09 09:54:00+01:00,598.7919921875,598.7919921875,598.7919921875,598.7919921875,598.7919921875,0
2020-03-09 09:55:00+01:00,598.54248046875,598.54248046875,598.54248046875,598.54248046875,598.54248046875,0
2020-03-09 09:56:00+01:00,598.259521484375,598.259521484375,598.259521484375,598.259521484375,598.259521484375,0
2020-03-09 09:57:00+01:00,596.89208984375,596.89208984375,596.89208984375,596.89208984375,596.89208984375,0
2020-03-09 09:58:00+01:00,597.1895141601562,597.1895141601562,597.1895141601562,597.1895141601562,597.1895141601562,0
2020-03-09 09:59:00+01:00,596.4539794921875,596.4539794921875,596.4539794921875,596.4539794921875,596.4539794921875,0
2020-03-09 10:00:00+01:00,596.716796875,596.716796875,596.716796875,596.716796875,596.716796875,0
2020-03-09 10:01:00+01:00,597.2349853515625,597.2349853515625,597.2349853515625,597.2349853515625,597.2349853515625,0
2020-03-09 10:02:00+01:00,596.6795043945312,596.6795043945312,596.6795043945312,596.6795043945312,596.6795043945312,0
2020-03-09 10:03:00+01:00,596.5648193359375,596.5648193359375,596.5648193359375,596.5648193359375,596.5648193359375,0
2020-03-09 10:04:00+01:00,596.9461059570312,596.9461059570312,596.9461059570312,596.9461059570312,596.9461059570312,0
2020-03-09 10:05:00+01:00,597.4329833984375,597.4329833984375,597.4329833984375,597.4329833984375,597.4329833984375,0
2020-03-09 10:06:00+01:00,597.7177124023438,597.7177124023438,597.7177124023438,597.7177124023438,597.7177124023438,0
2020-03-09 10:07:00+01:00,597.4879150390625,597.4879150390625,597.4879150390625,597.4879150390625,597.4879150390625,0
2020-03-09 10:08:00+01:00,598.4555053710938,598.4555053710938,598.4555053710938,598.4555053710938,598.4555053710938,0
2020-03-09 10:10:00+01:00,599.7600708007812,599.7600708007812,599.7600708007812,599.7600708007812,599.7600708007812,0
2020-03-09 10:11:00+01:00,598.9539184570312,598.9539184570312,598.9539184570312,598.9539184570312,598.9539184570312,0
2020-03-09 10:13:00+01:00,600.9680786132812,600.9680786132812,600.9680786132812,600.9680786132812,600.9680786132812,0
2020-03-09 10:15:00+01:00,602.6318969726562,602.6318969726562,602.6318969726562,602.6318969726562,602.6318969726562,0
2020-03-09 10:17:00+01:00,603.7590942382812,603.7590942382812,603.7590942382812,603.7590942382812,603.7590942382812,0
2020-03-09 10:18:00+01:00,603.70068359375,603.70068359375,603.70068359375,603.70068359375,603.70068359375,0
2020-03-09 10:20:00+01:00,604.9915161132812,604.9915161132812,604.9915161132812,604.9915161132812,604.9915161132812,0
2020-03-09 10:22:00+01:00,604.5128784179688,604.5128784179688,604.5128784179688,604.5128784179688,604.5128784179688,0
2020-03-09 10:23:00+01:00,605.1342163085938,605.1342163085938,605.1342163085938,605.1342163085938,605.1342163085938,0
