172,CellaVision,CEVI,SEK,SE0000683484,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000683484&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CEVI.ST
173,Cloetta B,CLA B,SEK,SE0002626861,"Food, Beverage and Tobacco",4510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0002626861&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CLA-B.ST
174,Clas Ohlson B,CLAS B,SEK,SE0000584948,Retail,4040,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000584948&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CLAS-B.ST
175,CELLINK B,CLNK B,SEK,SE0013647385,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0013647385&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CLNK-B.ST
176,Concentric,COIC,SEK,SE0003950864,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0003950864&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,COIC.ST
177,Collector,COLL,SEK,SE0007048020,Banks,3010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007048020&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,COLL.ST
178,Coor Service Management Hold.,COOR,SEK,SE0007158829,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007158829&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,COOR.ST
179,Corem Property Group A,CORE A,SEK,SE0010714279,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010714279&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CORE-A.ST
180,Corem Property Group B,CORE B,SEK,SE0010714287,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010714287&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CORE-B.ST
181,Corem Property Group Pref,CORE PREF,SEK,SE0010714311,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010714311&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CORE-PREF.ST
182,Creades A,CRED A,SEK,SE0004390516,Financial Services,3020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0004390516&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CRED-A.ST
183,Catena Media,CTM,SEK,MT0001000109,Media,4030,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=MT0001000109&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CTM.ST
184,CTT Systems,CTT,SEK,SE0000418923,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000418923&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,CTT.ST
185,Diös Fastigheter,DIOS,SEK,SE0001634262,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0001634262&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,DIOS.ST
186,Duni,DUNI,SEK,SE0000616716,"Personal Care, Drug and Grocery Stores",4520,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000616716&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,DUNI.ST
187,Dustin Group,DUST,SEK,SE0006625471,Retail,4040,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006625471&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,DUST.ST
188,Eastnine,EAST,SEK,SE0002158568,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0002158568&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,EAST.ST
189,Elanders B,ELAN B,SEK,SE0000119299,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000119299&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ELAN-B.ST
190,Eltel,ELTEL,SEK,SE0006509949,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006509949&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ELTEL.ST
191,Enea,ENEA,SEK,SE0009697220,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009697220&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ENEA.ST
192,EnQuest PLC,ENQ,SEK,GB00B635TG28,Energy,6010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=GB00B635TG28&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ENQ.ST
193,Eolus Vind B,EOLU B,SEK,SE0007075056,Energy,6010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007075056&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,EOLU-B.ST
194,Fagerhult,FAG,SEK,SE0010048884,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010048884&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,FAG.ST
195,Fasadgruppen Group,FG,SEK,SE0015195771,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0015195771&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,FG.ST
196,Fingerprint Cards B,FING B,SEK,SE0008374250,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008374250&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,FING-B.ST
197,Ferronordic,FNM,SEK,SE0005468717,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0005468717&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,FNM.ST
198,G5 Entertainment,G5EN,SEK,SE0001824004,Consumer Products and Services,4020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0001824004&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,G5EN.ST
199,Garo,GARO,SEK,SE0008008262,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008008262&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,GARO.ST
200,Genova Property Group,GPG,SEK,SE0007184189,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007184189&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,GPG.ST
201,Genova Property Group Pref,GPG PREF,SEK,SE0007526132,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007526132&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,GPG-PREF.ST
202,Gränges,GRNG,SEK,SE0006288015,Automobiles and Parts,4010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006288015&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,GRNG.ST
203,Handicare Group,HANDI,SEK,SE0010298109,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010298109&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HANDI.ST
204,HEBA B,HEBA B,SEK,SE0012676336,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0012676336&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HEBA-B.ST
205,Haldex,HLDX,SEK,SE0000105199,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000105199&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HLDX.ST
206,HMS Networks,HMS,SEK,SE0009997018,Telecommunications,1510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009997018&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HMS.ST
207,Hansa Biopharma,HNSA,SEK,SE0002148817,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0002148817&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HNSA.ST
208,Hoist Finance,HOFI,SEK,SE0006887063,Financial Services,3020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006887063&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HOFI.ST
209,Hexatronic Group,HTRO,SEK,SE0002367797,Telecommunications,1510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0002367797&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HTRO.ST
210,Humana,HUM,SEK,SE0008040653,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008040653&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,HUM.ST
211,I.A.R Systems Group,IAR B,SEK,SE0005851706,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0005851706&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,IAR-B.ST
212,Infant Bacterial TherapeuticsB,IBT B,SEK,SE0008015259,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008015259&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,IBT-B.ST
213,Immunovia,IMMNOV,SEK,SE0006091997,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006091997&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,IMMNOV.ST
214,Instalco,INSTAL,SEK,SE0009664253,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009664253&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,INSTAL.ST
215,Inwido,INWI,SEK,SE0006220018,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006220018&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,INWI.ST
216,International Petroleum Corp.,IPCO,SEK,CA46016U1084,Energy,6010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=CA46016U1084&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,IPCO.ST
217,IRLAB Therapeutics A,IRLAB A,SEK,SE0012675361,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0012675361&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,IRLAB-A.ST
218,ITAB Shop Concept B,ITAB B,SEK,SE0008375117,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008375117&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ITAB-B.ST
219,INVISIO,IVSO,SEK,SE0001200015,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0001200015&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,IVSO.ST
220,John Mattson Fastighetsföret.,JOMA,SEK,SE0012481364,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0012481364&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,JOMA.ST
221,K2A Knaust & Andersson B,K2A B,SEK,SE0010520254,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010520254&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,K2A-B.ST
222,K2A Knaust & Andersson Pref,K2A PREF,SEK,SE0006852075,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006852075&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,K2A-PREF.ST
223,Karnov Group,KAR,SEK,SE0012323715,Consumer Products and Services,4020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0012323715&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,KAR.ST
224,Karo Pharma,KARO,SEK,SE0007464888,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007464888&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,KARO.ST
225,K-Fast Holding B,KFAST B,SEK,SE0013382355,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0013382355&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,KFAST-B.ST
226,Knowit,KNOW,SEK,SE0000421273,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000421273&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,KNOW.ST
227,Lagercrantz Group B,LAGR B,SEK,SE0014990966,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0014990966&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,LAGR-B.ST
228,LeoVegas,LEO,SEK,SE0008091904,Travel and Leisure,4050,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008091904&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,LEO.ST
229,Lindab International,LIAB,SEK,SE0001852419,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0001852419&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,LIAB.ST
230,Lime Technologies,LIME,SEK,SE0011870195,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0011870195&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,LIME.ST
231,Lucara Diamond Corp,LUC,SEK,CA54928Q1081,Basic Resources,5510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=CA54928Q1081&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,LUC.ST
232,Lundin Gold,LUG,SEK,CA5503711080,Basic Resources,5510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=CA5503711080&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,LUG.ST
233,MedCap,MCAP,SEK,SE0009160872,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009160872&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MCAP.ST
234,Mekonomen,MEKO,SEK,SE0002110064,Automobiles and Parts,4010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0002110064&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MEKO.ST
235,Mips,MIPS,SEK,SE0009216278,Consumer Products and Services,4020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009216278&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MIPS.ST
236,Momentum Group B,MMGR B,SEK,SE0009922305,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009922305&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MMGR-B.ST
237,Midsona A,MSON A,SEK,SE0000565210,"Personal Care, Drug and Grocery Stores",4520,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000565210&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MSON-A.ST
238,Midsona B,MSON B,SEK,SE0000565228,"Personal Care, Drug and Grocery Stores",4520,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000565228&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MSON-B.ST
239,Modern Times Group A,MTG A,SEK,SE0000412363,Media,4030,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000412363&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MTG-A.ST
240,Modern Times Group B,MTG B,SEK,SE0000412371,Media,4030,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000412371&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MTG-B.ST
241,Munters Group,MTRS,SEK,SE0009806607,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009806607&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,MTRS.ST
242,NCAB Group,NCAB,SEK,SE0011167956,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0011167956&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NCAB.ST
243,New Wave B,NEWA B,SEK,SE0000426546,Consumer Products and Services,4020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000426546&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NEWA-B.ST
244,Nederman Holding,NMAN,SEK,SE0011204510,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0011204510&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NMAN.ST
245,Nobina,NOBINA,SEK,SE0007185418,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0007185418&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NOBINA.ST
246,NP3 Fastigheter,NP3,SEK,SE0006342333,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0006342333&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NP3.ST
247,NP3 Fastigheter Pref,NP3 PREF,SEK,SE0010820514,Real Estate,3510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0010820514&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NP3-PREF.ST
248,Nordic Paper Holding,NPAPER,SEK,SE0014808838,Basic Resources,5510,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0014808838&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NPAPER.ST
249,Nordic Waterproofing Holding,NWG,SEK,SE0014731089,Construction and Materials,5010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0014731089&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,NWG.ST
250,Oasmia Pharmaceutical,OASM,SEK,SE0000722365,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000722365&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,OASM.ST
251,OEM International B,OEM B,SEK,SE0005876968,Industrial Goods and Services,5020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0005876968&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,OEM-B.ST
252,Oncopeptides,ONCO,SEK,SE0009414576,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0009414576&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ONCO.ST
253,Öresund,ORES,SEK,SE0008321608,Financial Services,3020,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0008321608&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ORES.ST
254,Orexo,ORX,SEK,SE0000736415,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000736415&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,ORX.ST
255,Proact IT Group,PACT,SEK,SE0000412991,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000412991&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,PACT.ST
256,Pricer B,PRIC B,SEK,SE0000233934,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000233934&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,PRIC-B.ST
257,Probi,PROB,SEK,SE0001280355,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0001280355&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,PROB.ST
258,Q-Linea,QLINEA,SEK,SE0011527845,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0011527845&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,QLINEA.ST
259,RaySearch Laboratories B,RAY B,SEK,SE0000135485,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0000135485&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,RAY-B.ST
260,Readly International,READ,SEK,SE0014855292,Technology,1010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0014855292&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,READ.ST
261,Recipharm B,RECI B,SEK,SE0005757267,Health Care,2010,http://lt.morningstar.com/gj8uge2g9k/stockprofile/default.aspx?externalid=SE0005757267&externalidexchange=EX$$$$XSTO&externalidtype=ISIN&LanguageId=en-GB&CurrencyId=SEK&BaseCurrencyId=SEK,RECI-B.ST
