epoch,loss,val_loss
0,0.017477641597257128,0.0782237215898931
1,0.014098190134280316,0.07955706911161542
2,0.01225727191194892,0.06996904127299786
3,0.010273669399404233,0.05175436520949006
4,0.009310676282482399,0.04226297605782747
5,0.007743554921554667,0.029754073009826243
6,0.007416842641846631,0.02523535641375929
7,0.00642864900873974,0.029666860471479595
8,0.006251600758072787,0.03433499753009528
9,0.005977648175931314,0.02754347154404968
10,0.005345180798377399,0.030257763690315187
11,0.0051344272353509,0.02461304352618754
12,0.004894719141746117,0.022111045895144343
13,0.004720624480839996,0.01883654308039695
14,0.004293477105897009,0.019119370612315834
15,0.004135257982332925,0.01804250304121524
16,0.004034250155590209,0.016290981555357575
17,0.0038691021230382225,0.016496072406880558
18,0.0033818378890698242,0.016231608868110925
19,0.0034568557665417238,0.01695552555611357
20,0.0034302192112331147,0.01682533969869837
21,0.0032490935340146756,0.015536474820692092
22,0.0029424481479162793,0.01707261858973652
23,0.003068875170096622,0.01743164600338787
24,0.0027695614865349072,0.01807698211632669
25,0.002728926684843221,0.01902224263176322
26,0.002686611917202494,0.017484565847553313
27,0.002504556569398292,0.0184532426064834
28,0.0025541346753709063,0.017356868600472808
29,0.0023464368957017236,0.018663894617930055
30,0.0024137753262905228,0.016545186284929514
31,0.0022713484061006014,0.0161858742358163
32,0.0021877388180222453,0.017043786589056253
33,0.0021503486696885722,0.017187210731208324
34,0.001984708886690593,0.01629938604310155
35,0.0019951388925879394,0.01610054960474372
36,0.0019478107150505473,0.01665691938251257
37,0.0019049162729061209,0.014479031786322594
38,0.001814645467675291,0.01566386700142175
39,0.001824726071347305,0.013805038994178176
40,0.0016907963003004191,0.013783787610009313
41,0.0016402910235531938,0.013337264012079686
42,0.0016812535028466733,0.013561571831814945
43,0.0016192955822805829,0.01242551562609151
44,0.0015350203934108972,0.011698571441229433
45,0.001526445314950598,0.01310417038621381
46,0.0015424138923879668,0.012793085363227874
47,0.0014494236733991698,0.014124131121207029
48,0.0014923259572935336,0.010453092108946294
49,0.0014280058797642898,0.01326315978076309
50,0.0014254834646375716,0.010320533707272261
51,0.0013709760907139362,0.010463054466526955
52,0.0013515235332306474,0.012956635910086334
53,0.0013624343856853166,0.010881481284741312
54,0.0013421057505876802,0.011539139843080193
55,0.0013033446981959667,0.01116400130558759
56,0.0012896453776019847,0.010546875826548785
57,0.0012574634692143825,0.008984673477243632
58,0.0012295540661961283,0.011345638427883387
59,0.0012757003877639016,0.010780657117720693
60,0.0011992670288669789,0.010028488759417087
61,0.0012647369374116394,0.009145225048996508
62,0.0011094253810976322,0.00961638882290572
63,0.001197551681321957,0.008050584176089615
64,0.0011555551547124715,0.010559400310739875
65,0.0011822865739564545,0.00974676152691245
66,0.0011098537919072744,0.009572538081556559
67,0.001108845026811607,0.00888333230977878
68,0.0010767451766739776,0.008535621454939246
69,0.001127578650214543,0.009335118753369898
70,0.001140562386440468,0.007800971943652257
71,0.0010304078768101697,0.007817306963261217
72,0.0010821192970200042,0.007975231681484729
73,0.0010357048782420211,0.008621145330835134
74,0.0010429641358011092,0.0049943417543545365
75,0.0010130657207073888,0.008483597077429295
76,0.0010838826766259792,0.007067047437885776
77,0.0009829788716507167,0.004629964256309904
78,0.0010052568402551558,0.008992312592454255
79,0.0010484029944997193,0.004078544094227254
80,0.000953689205787322,0.007076535461237654
81,0.0010028109373663376,0.0065327299816999584
82,0.0009809474902881664,0.007140833244193345
83,0.0009604631881562195,0.007029004686046392
84,0.0010033361866676604,0.006299433822277933
85,0.0008941773119745665,0.006395823758793995
86,0.0009614512659720189,0.004551582445856184
87,0.0010141855701000342,0.004012191537185572
88,0.0008949199817877906,0.007164238893892616
89,0.0009407116693702326,0.006438995915232226
90,0.0010156135325641593,0.006495304813142866
91,0.0009341353621234053,0.004153414978645742
92,0.0009755287660698828,0.006999216042459011
93,0.0009838904053529923,0.006108451692853123
94,0.0009477533291958805,0.005047712300438434
95,0.0009245444601956045,0.005795120290713385
96,0.0009178516936247304,0.005581421341048554
97,0.0009056838508903249,0.003467610338702798
98,0.0008980181737570092,0.0035123124107485637
99,0.000889018351049994,0.0033316510234726593
100,0.0008900979380649958,0.003067001249291934
101,0.0009128440956590653,0.0029667577910004184
102,0.0008913881702894633,0.006955388525966555
103,0.0008648337104768004,0.002591913551441394
104,0.0008897500365925399,0.0029472665628418326
105,0.0008692290877141724,0.0032075027702376246
106,0.0008699519603396766,0.0037981656787451357
107,0.0008524113486817528,0.004354044503998011
108,0.0008083790702845103,0.007955209177453071
109,0.0008971111029885444,0.006096784636611119
110,0.0008470238185726062,0.005030890577472746
111,0.0008418571298880991,0.0031890633545117453
112,0.000804315170431177,0.006702062062686309
113,0.0008270186995754816,0.004797881352715194
114,0.0007555077025331446,0.004877927131019533
115,0.0008413655320639789,0.004421817051479593
116,0.0007930341227966849,0.00425986381014809
117,0.0007732871059228533,0.002533101214794442
118,0.0007967240037812319,0.004664312407840043
119,0.0008003876325909957,0.005605740152532235
120,0.0008217535301117182,0.004255521984305233
121,0.0007347725964098659,0.005145381495822221
122,0.0008045654314974811,0.005068721598945558
123,0.0007737747811396341,0.004795903543708846
124,0.0007775830509628923,0.00418631688808091
125,0.0007491942955571826,0.004807860212167725
126,0.0007401882001085184,0.0038318721344694495
127,0.0007420349112570486,0.0020316881855251268
128,0.0007017745741731709,0.00504045863635838
129,0.0007319487400915629,0.0039049151237122715
130,0.0007305932898210207,0.004752022214233875
131,0.0007547041873511349,0.0018997449878952466
132,0.0006971035370605975,0.0023995285882847384
133,0.000703385974096212,0.0021244423696771264
134,0.0007474750103331947,0.0029494739283109084
135,0.0007252900142616237,0.00249003671342507
136,0.000698524967273919,0.0021480619470821694
137,0.0007001604249775742,0.0041180699481628835
138,0.0006939390806933044,0.004464188241399825
139,0.0007517620390336517,0.003906057419953868
140,0.0006189226901153147,0.0019628775844466873
141,0.0006755279012265548,0.005044485908001661
142,0.0007216079363951437,0.0025205955607816577
143,0.0006385536733086198,0.0022704662405885756
144,0.0006860659440072985,0.002752073371084407
145,0.0006908819867974325,0.0027928641939070076
146,0.0006832243877094394,0.0037691561738029122
147,0.0006640468392496197,0.004417793999891728
148,0.0006340491315876577,0.003876230475725606
149,0.0006516766879940405,0.002541388603276573
150,0.0006091847514783565,0.003666955017251894
151,0.000675262030459375,0.002197586072725244
152,0.0006574053543209587,0.0028570401045726612
153,0.0006505215812164048,0.002715612659812905
154,0.0006269425172095431,0.0024369579332415015
155,0.0006576098581024867,0.0028658652008743957
156,0.0006425229422304602,0.004645215871278197
157,0.0005966081120104285,0.00414640549570322
158,0.0006353935735075668,0.003497755795251578
159,0.0006285604272090408,0.0023211982916109264
160,0.0006183196130136604,0.004064266133354977
161,0.0006322382876186609,0.0016152363459696062
162,0.0005693520835761557,0.004085778840817511
163,0.0006263116587693471,0.004365044587757438
164,0.0006047024773059613,0.0035406235401751474
165,0.0006273964749457914,0.0014737686069565825
166,0.0005171362887873935,0.002004777590627782
167,0.0006247241905103216,0.003466726207989268
168,0.0006038159469123153,0.002798507994157262
169,0.0005636594141833484,0.0025866273208521307
170,0.0005389719593776611,0.004128815256990492
171,0.0006460661366180007,0.003517876146361232
172,0.0005716809107633751,0.004071635368745774
173,0.0006107780770564984,0.0038354456482920796
174,0.0005363927219670066,0.002304805224412121
175,0.0006175985689055995,0.002855852450011298
176,0.0005652386458851176,0.002733945962972939
177,0.0005632567850365636,0.0022383314499165863
178,0.0005885603034888239,0.004232454230077565
179,0.0005527670473384205,0.0019647867884486914
180,0.0005981506773899863,0.002149259074940346
181,0.0005008186808914789,0.00244354379537981
182,0.000580209740118811,0.004414827300934121
183,0.0005610223332561352,0.0020535982330329716
184,0.0005456005805864974,0.0015934775947243907
185,0.000559891149827135,0.0017971768902498297
186,0.000534703709057621,0.0017420909716747701
187,0.0006313616689848935,0.0039480603300035
188,0.00048453746768202456,0.0033735212491592392
189,0.0005673249657515303,0.004261234862497076
190,0.0005456786819281877,0.0038990092725725845
191,0.0005520717769243111,0.0025462869234615937
192,0.0005247016867672626,0.0025842927425401285
193,0.0005439329350857795,0.0022780267463531345
194,0.0005277714699332137,0.001985697090276517
195,0.0005426224789906493,0.0027520264993654564
196,0.0005173381806733752,0.004639263992430642
197,0.0005019123860360456,0.003908071317709982
198,0.000581548373918936,0.0026605713355820626
199,0.0005310710702837067,0.004631489922758192
0,0.009408501588347318,0.08057197593411224
1,0.009082831017746542,0.08382299065124243
2,0.007872968700126206,0.07633178961178702
3,0.007248289304123701,0.07411575004354948
4,0.006251620517823061,0.07397585102848502
5,0.005807683330739995,0.07229391084466544
6,0.005461019211093356,0.07127311171239449
7,0.004979859464985662,0.06928877958691576
8,0.004204953434313402,0.06447394327389905
9,0.0040201905511295126,0.06265395566717619
